Temperature_C,Humidity_pct,Occupants,Home_Size_sqft,AC_Hours,Fan_Hours,Fridge_Hours,WashingMachine_Hours,TV_Hours,Computer_Hours,WaterHeater_Hours,Previous_Day_kWh,Solar_Available,Weekday,Month,Daily_Consumption_kWh,Energy_Waste
34.2,69.9,5,400,5.5,9.6,15.5,0.9,4.0,8.5,4.1,24.2,0,1,3,36.15,1
28.0,84.1,4,850,5.4,11.8,18.2,2.4,3.6,3.5,2.8,21.9,1,1,9,33.29,1
28.1,67.8,5,1155,2.8,10.7,17.2,0.1,4.8,3.4,0.9,26.6,0,0,9,31.1,1
31.5,75.5,3,1605,5.7,11.3,15.0,0.8,6.2,1.1,1.1,20.4,0,0,4,32.0,1
33.3,74.8,3,760,1.7,9.1,20.5,0.7,0.3,5.1,1.9,6.9,0,1,6,23.75,1
36.4,40.7,3,570,3.3,16.8,18.2,0.8,0.7,5.3,2.3,21.8,0,0,5,31.19,1
28.4,86.3,4,895,3.0,8.5,23.0,0.4,1.1,1.3,0.6,27.0,0,0,1,28.77,1
30.8,58.0,5,1285,2.0,5.1,18.8,0.1,6.9,0.0,0.2,7.4,0,0,12,19.86,0
34.2,64.5,1,1049,4.1,11.0,20.0,0.7,3.5,6.7,0.6,12.0,0,0,1,23.32,0
19.6,86.3,4,1091,1.3,7.6,10.5,4.4,5.5,3.9,0.3,20.0,0,1,3,23.58,1
29.8,61.9,2,1606,3.9,5.0,24.0,3.8,3.0,0.3,0.4,6.7,0,0,6,25.76,1
31.3,63.6,6,725,3.2,8.4,17.3,0.4,4.6,3.1,0.3,12.4,0,1,12,24.77,1
28.6,71.8,2,725,2.8,9.6,12.6,1.2,3.9,5.0,1.6,25.1,0,1,3,28.56,1
24.8,54.5,4,1184,3.5,7.4,18.3,4.4,5.3,6.2,1.0,25.7,0,1,3,34.56,1
32.0,73.5,4,1410,4.9,5.2,14.1,3.0,3.2,4.1,0.1,17.5,0,1,10,30.59,1
35.2,64.9,5,1975,2.6,6.8,20.7,1.9,3.1,2.0,0.2,17.9,0,0,8,27.44,0
28.6,59.2,6,1201,1.7,7.3,17.4,2.8,1.7,2.8,0.7,7.5,0,1,11,22.85,1
26.7,52.7,4,1637,2.5,8.6,18.9,4.5,6.0,3.3,1.6,23.5,0,0,9,28.85,1
28.0,71.6,4,2138,9.1,10.2,21.7,0.6,1.9,6.3,0.4,27.1,0,1,6,38.65,1
36.8,35.1,2,1984,5.6,6.0,18.6,2.1,5.1,5.1,0.1,25.9,0,0,11,34.43,1
35.3,55.5,1,1034,5.9,5.0,15.8,6.3,3.3,2.2,0.9,19.5,0,0,5,27.97,0
29.3,53.2,3,1506,2.7,10.4,14.6,1.2,0.0,5.4,1.4,25.7,0,1,10,29.4,1
23.6,71.5,2,400,8.8,7.5,21.4,1.1,4.4,2.6,0.2,20.2,1,0,7,26.57,1
22.8,95.0,2,1070,4.1,7.3,20.9,2.8,3.2,4.4,0.5,29.2,0,0,9,28.71,1
27.5,71.6,4,1482,3.7,13.2,15.8,0.7,3.7,2.5,0.7,32.0,1,0,3,26.68,1
27.5,81.4,4,1967,3.7,12.4,24.0,2.2,0.7,1.6,0.1,13.0,0,1,9,28.19,1
30.4,46.9,1,1348,1.5,12.5,17.4,1.1,3.6,5.9,0.4,11.6,0,1,2,25.0,1
23.5,81.1,5,2005,3.5,2.9,16.6,3.9,2.5,3.7,0.4,33.0,0,1,4,30.18,1
28.5,48.9,3,1576,1.4,4.4,22.4,2.1,5.4,4.2,0.4,9.0,0,0,10,19.63,0
31.8,54.5,2,1573,1.4,8.8,17.8,0.2,0.0,2.4,0.7,23.7,0,1,12,23.35,1
20.7,60.0,1,1606,4.2,10.0,12.8,2.3,3.6,4.4,0.3,24.3,1,1,11,23.19,1
40.6,44.9,4,486,3.0,11.7,20.3,2.6,2.9,2.2,0.2,14.1,0,0,9,26.28,1
32.0,72.8,2,1688,1.2,7.5,24.0,1.6,5.2,2.2,0.2,29.4,0,0,8,32.87,1
31.8,77.5,6,1216,1.9,4.5,12.9,0.4,4.3,2.4,0.1,18.9,0,0,9,25.59,1
22.6,73.7,6,1493,0.3,14.3,15.5,1.2,4.1,2.7,2.8,7.5,0,0,2,23.11,0
24.0,43.0,1,1480,4.9,5.7,21.6,2.0,6.6,3.0,0.1,20.6,0,0,6,25.66,1
34.2,37.0,4,951,5.4,6.0,14.8,2.1,1.5,2.8,1.8,14.8,0,0,3,26.54,0
33.6,57.5,5,916,6.4,10.4,19.7,6.4,4.0,6.6,0.8,13.8,0,0,12,31.49,0
17.0,87.8,1,1272,2.3,10.3,20.0,3.8,3.4,9.2,1.2,10.2,1,0,3,19.32,0
34.9,36.3,5,918,0.4,6.4,14.0,2.6,3.7,0.0,0.7,13.0,1,1,9,22.58,1
32.8,48.5,3,1246,4.8,4.6,20.5,0.5,2.1,3.6,1.7,8.3,0,0,3,24.01,0
32.3,84.6,6,1314,4.9,9.1,18.6,0.1,2.7,1.2,0.3,17.3,1,0,9,26.9,1
23.6,74.5,2,896,0.9,4.4,22.8,2.6,4.8,2.3,0.3,16.6,1,1,2,15.73,0
30.5,76.3,6,990,2.8,13.6,19.8,4.0,1.7,6.8,0.5,24.7,1,1,8,30.91,1
26.1,65.5,2,857,1.8,11.4,9.1,0.1,4.2,2.3,0.2,12.5,1,0,5,21.02,1
32.0,68.0,1,1419,3.7,10.4,24.0,1.3,6.1,4.1,1.6,18.2,1,0,11,27.42,1
38.4,66.2,2,986,4.9,9.7,19.8,1.9,3.2,1.7,0.1,25.9,0,1,3,32.44,1
32.4,60.1,3,1627,5.2,5.1,16.2,0.6,5.0,0.0,0.5,15.1,0,1,5,32.41,1
34.3,33.3,4,834,0.5,7.9,19.5,1.4,5.3,4.6,0.9,20.9,0,0,1,23.96,0
27.6,60.0,2,1382,3.1,9.6,18.9,2.4,0.0,3.3,0.7,15.4,0,1,12,24.65,1
24.1,79.8,2,1316,0.7,7.0,17.4,1.0,2.1,5.7,5.0,19.1,0,1,3,22.98,0
29.3,50.6,3,406,6.5,4.8,20.6,1.3,0.3,5.0,0.1,15.1,0,0,3,26.34,1
34.4,74.3,3,1152,2.9,7.4,17.0,4.1,0.0,5.4,0.3,14.0,0,0,6,28.67,1
36.5,61.5,4,2338,5.1,10.3,14.9,1.3,4.7,4.6,0.8,24.3,0,0,12,38.1,1
28.9,54.8,6,1454,2.9,6.1,14.0,2.1,1.6,0.0,0.1,25.7,0,1,10,27.47,1
30.5,78.2,4,1096,0.7,6.7,20.1,1.6,4.7,1.6,0.8,13.4,0,1,2,22.7,1
27.2,60.9,5,1418,1.1,8.0,24.0,7.2,3.4,6.2,0.1,4.0,0,1,8,27.06,1
20.6,44.0,3,757,8.4,10.3,18.6,1.1,6.6,1.7,1.4,24.6,0,1,6,33.25,1
29.7,44.1,5,984,2.8,10.9,19.8,6.7,1.9,0.7,1.9,21.5,0,1,9,29.72,1
31.0,79.0,3,1728,1.8,10.0,22.1,0.2,0.2,2.2,2.2,15.6,0,0,7,25.85,1
27.2,68.4,1,1496,0.9,13.2,12.5,4.8,3.4,5.5,1.4,15.3,0,0,1,29.12,1
28.4,50.2,2,1019,2.1,10.0,20.6,5.0,2.7,3.6,0.3,10.7,1,0,9,20.8,1
20.2,71.7,5,1062,2.3,12.3,21.7,3.6,3.1,0.0,1.3,11.8,1,0,9,19.76,0
29.5,61.6,5,1004,7.6,10.8,17.2,0.4,4.9,3.5,5.0,19.3,1,1,5,30.04,0
36.1,86.3,1,1423,3.9,7.6,16.8,1.3,2.0,2.1,3.5,22.5,0,1,6,30.9,1
29.1,52.9,4,1657,1.8,11.7,18.3,0.7,4.3,5.0,0.4,14.7,0,1,9,27.85,1
32.2,45.6,3,1015,1.2,10.2,16.7,1.1,6.1,0.5,0.9,14.0,0,1,6,24.74,1
31.4,44.9,6,867,2.6,12.8,21.1,1.5,3.7,3.5,0.8,14.3,0,1,11,29.81,1
25.5,50.5,2,613,2.0,8.8,18.3,1.8,3.0,2.2,0.6,12.0,0,1,8,21.72,1
30.3,54.5,6,596,5.4,9.7,20.1,2.0,5.4,3.9,1.5,16.7,0,1,5,31.4,1
25.1,53.1,5,1723,4.7,8.2,19.9,4.6,3.4,5.3,0.1,12.9,1,0,8,27.45,1
43.0,55.8,2,1049,1.4,10.2,11.5,2.1,5.2,0.0,2.3,20.2,1,0,11,25.04,1
30.3,48.9,1,400,0.9,11.0,14.9,0.4,3.8,1.5,0.7,15.7,0,0,9,21.73,1
23.8,75.3,5,1744,3.6,7.8,17.5,4.3,4.8,3.4,0.4,26.4,0,0,11,33.39,1
21.6,80.1,5,1623,2.2,15.2,12.8,1.3,5.3,6.7,0.3,13.9,0,0,1,30.15,1
36.7,48.4,6,1116,0.3,11.6,12.0,1.5,3.6,4.1,2.0,16.3,0,0,10,28.45,1
32.3,84.1,5,1977,3.4,7.7,8.5,2.4,2.1,3.7,0.2,21.3,0,1,6,32.14,1
31.2,78.6,6,1536,2.2,3.2,17.9,3.7,4.3,1.1,3.2,7.1,0,0,1,29.83,1
22.4,81.7,5,605,2.7,15.0,17.5,0.9,0.0,0.0,5.0,10.8,0,0,3,28.75,1
26.4,55.8,4,1109,2.5,10.8,20.7,1.4,5.3,0.0,0.7,11.3,1,1,1,19.27,0
23.2,49.3,3,1169,2.2,7.5,19.9,5.6,2.3,0.8,3.2,7.4,0,0,7,24.42,1
34.7,81.9,2,1458,4.9,9.5,21.1,1.5,6.7,4.5,1.8,36.1,0,1,4,41.03,1
26.6,32.7,4,916,2.1,11.2,21.7,0.4,3.6,4.6,1.8,9.3,0,0,9,24.43,1
38.8,58.9,1,400,1.2,5.2,18.3,0.9,6.7,3.7,0.8,27.1,0,1,11,25.78,1
31.8,56.5,2,1265,2.6,9.3,19.4,1.5,3.4,5.4,0.5,29.6,0,1,3,28.85,1
27.6,55.6,4,1773,1.3,15.7,21.9,0.7,4.2,2.2,0.8,12.3,1,0,12,23.21,1
35.9,52.1,2,400,5.4,5.9,15.2,2.6,2.7,3.1,0.1,14.8,0,0,12,21.67,0
18.8,60.7,4,867,2.3,1.0,18.1,1.5,2.3,1.9,0.8,18.4,0,1,2,21.73,1
25.1,60.3,6,400,3.1,10.3,23.2,0.5,2.5,3.6,1.0,15.9,0,0,8,26.34,1
27.2,66.8,1,802,1.9,7.9,23.1,1.7,3.9,4.3,1.8,21.0,0,0,3,23.24,1
34.6,50.0,2,1083,2.0,10.7,8.8,3.2,3.8,6.3,2.6,17.3,1,0,7,26.79,1
34.6,62.1,1,625,4.2,7.8,19.6,0.8,6.1,3.0,1.1,23.7,0,0,12,25.64,1
31.0,70.8,4,1234,1.9,5.4,22.3,1.9,7.7,3.4,4.0,7.9,0,0,8,28.15,1
20.4,64.7,3,430,5.6,12.3,15.0,5.1,3.0,5.9,0.3,20.3,0,1,1,29.0,1
26.6,49.4,3,903,6.3,9.2,20.9,5.1,7.6,0.5,0.1,16.7,0,1,12,28.04,1
23.7,54.9,3,1378,4.4,7.4,18.2,0.6,4.1,2.0,1.2,16.0,0,0,3,25.91,1
35.5,70.9,1,1249,1.8,6.4,17.8,1.7,3.1,4.4,1.7,21.3,0,0,11,27.88,1
27.0,60.2,3,1920,4.9,12.2,20.7,1.6,4.2,3.6,1.9,13.6,0,0,6,32.15,1
32.2,60.2,3,810,8.3,7.8,16.5,1.9,4.5,6.6,1.3,20.4,0,0,1,30.89,0
38.5,61.6,2,1679,2.1,6.0,20.1,1.0,3.6,0.8,3.0,21.8,0,1,3,32.47,1
28.9,74.5,4,1142,4.9,7.6,16.3,3.5,0.0,2.2,0.3,16.4,0,0,5,29.35,1
32.7,69.8,5,604,3.2,8.7,15.0,2.8,3.3,2.6,0.9,11.4,0,0,8,23.86,0
27.3,95.0,2,1193,2.9,9.4,19.5,0.5,6.3,1.5,1.6,17.8,0,0,4,25.78,1
29.5,84.5,5,1590,4.6,11.6,15.1,2.5,6.8,3.7,1.5,19.3,0,1,9,35.2,1
29.4,73.1,6,1108,5.1,7.3,20.4,0.0,4.4,1.3,0.0,21.9,0,1,4,27.84,1
29.3,75.7,2,1280,2.2,10.2,14.0,0.5,4.4,3.0,0.5,29.2,0,0,11,24.48,0
29.6,56.3,5,1450,2.3,14.9,19.2,1.7,5.2,4.6,3.1,6.3,0,0,7,29.91,1
27.3,65.1,2,400,4.7,5.7,19.7,3.3,5.6,3.6,0.0,14.7,1,1,7,22.88,1
38.6,75.0,1,1332,0.2,9.2,22.2,2.6,4.4,2.7,0.6,13.3,0,0,2,25.61,1
26.0,83.7,2,1461,1.4,12.7,22.3,0.1,1.2,5.7,1.6,20.7,0,0,12,26.03,1
30.5,63.2,4,1111,0.3,6.0,14.8,2.4,2.1,1.7,1.0,11.6,0,1,5,20.8,1
27.7,56.9,1,1649,2.3,11.9,11.8,1.5,4.4,1.4,3.7,17.5,0,1,6,29.86,1
17.9,67.4,6,1303,2.1,11.4,24.0,1.6,3.1,4.4,1.5,20.2,1,0,5,28.51,1
34.1,59.4,4,527,3.4,11.0,24.0,1.5,3.5,3.7,2.9,10.8,0,1,9,27.58,1
30.4,58.8,5,784,1.9,1.5,19.5,2.9,4.0,6.3,1.5,11.5,0,1,11,21.78,0
22.3,70.8,2,1044,4.7,7.7,24.0,0.6,3.0,5.3,1.5,5.9,0,1,7,26.19,1
25.6,82.2,1,958,1.2,9.7,13.6,1.8,1.4,7.3,2.2,17.5,1,0,3,21.78,1
21.1,55.7,3,1677,4.3,10.7,12.2,0.3,3.8,1.9,1.1,4.0,1,1,9,19.69,0
30.6,88.5,4,1583,0.8,7.3,18.7,2.1,5.0,2.7,1.7,24.1,1,0,11,27.21,1
37.0,63.6,1,400,7.1,7.9,17.3,1.9,6.5,2.9,1.1,16.6,0,1,11,28.12,1
35.3,43.1,1,1441,3.2,13.4,24.0,1.2,2.5,4.8,0.5,10.9,1,1,1,23.76,1
22.7,70.9,3,2060,2.6,3.0,21.0,3.3,5.8,6.1,0.1,30.1,0,1,3,30.66,1
20.6,67.2,2,1907,6.8,9.8,19.6,1.7,4.6,4.5,3.4,17.7,0,1,9,38.27,1
31.8,71.4,5,1156,6.5,5.9,14.9,1.5,7.2,5.2,0.2,18.7,0,1,10,32.32,1
37.6,42.0,2,914,2.7,14.7,22.5,2.6,3.3,4.6,2.9,8.3,0,1,6,29.1,1
29.4,72.8,4,400,1.8,7.7,24.0,3.5,3.9,3.3,2.7,23.2,0,1,10,25.83,1
34.4,76.9,2,1236,3.7,13.1,20.5,1.9,3.0,2.2,1.2,17.5,1,0,3,24.45,0
22.2,48.6,5,1428,10.1,7.8,17.9,1.4,5.1,4.1,0.2,14.8,1,1,12,29.57,1
28.6,50.0,6,860,1.9,9.1,23.3,1.6,6.4,3.9,2.8,15.5,0,0,10,27.68,1
31.4,77.0,5,1054,4.1,8.4,20.4,3.1,4.0,0.1,0.3,8.7,1,0,9,23.84,1
27.1,95.0,4,1850,3.0,11.5,20.2,0.3,3.2,1.8,1.4,7.8,0,1,2,22.03,0
28.0,87.0,6,1227,0.7,6.6,16.2,3.2,2.7,0.0,1.4,11.6,0,1,11,22.5,0
32.6,45.0,4,1657,4.3,11.1,23.9,2.4,3.2,4.2,1.6,21.8,0,0,10,30.99,0
26.0,87.8,2,1236,6.1,7.7,21.1,0.4,2.9,3.5,0.6,25.7,0,1,5,29.17,1
24.2,48.3,5,558,5.7,8.2,23.3,3.3,7.7,3.0,0.7,8.6,0,1,11,24.63,0
32.9,62.4,2,1599,1.2,10.8,17.2,1.9,2.6,5.2,0.6,18.6,0,1,12,30.02,1
30.3,60.3,2,1303,1.8,15.0,13.5,2.2,0.1,3.8,0.4,10.1,0,1,6,24.57,1
24.1,82.4,2,1572,1.2,13.6,12.6,0.4,0.1,4.6,0.9,5.9,0,1,7,20.81,1
31.3,81.1,5,1043,6.5,5.2,21.2,1.6,3.0,3.5,2.4,15.8,0,0,6,29.86,0
26.3,63.4,2,969,7.3,9.9,19.4,1.2,3.8,4.3,0.1,14.1,1,0,8,25.8,1
32.3,70.3,6,1285,6.7,12.0,20.0,1.5,4.3,2.1,2.7,24.0,0,0,2,36.06,1
29.1,51.7,2,1970,1.1,3.7,18.5,4.2,7.3,2.3,0.6,19.2,1,0,1,25.48,1
27.7,66.3,3,1553,5.8,12.0,12.4,0.2,2.2,5.7,0.1,12.6,0,1,4,24.79,0
25.2,84.7,4,1549,3.1,8.2,22.7,1.5,3.4,4.8,0.3,14.9,0,1,7,24.7,0
30.1,66.7,3,959,4.7,5.7,19.5,0.8,5.5,7.1,1.0,16.6,0,1,11,30.92,1
28.9,57.0,4,1976,1.2,13.1,24.0,3.5,0.0,4.9,0.9,21.8,0,0,10,34.56,1
38.6,82.5,6,1393,2.1,15.1,21.4,2.3,4.5,3.5,2.1,20.1,0,1,8,39.01,1
28.9,59.3,6,1700,2.2,11.3,21.7,1.4,5.9,3.5,1.0,22.0,0,1,9,28.36,0
22.4,67.2,5,1808,2.1,3.6,22.9,0.1,4.8,2.0,0.2,13.8,0,0,9,24.72,1
39.4,69.1,4,862,11.0,12.0,17.7,0.0,0.0,6.9,0.8,11.6,0,0,3,37.05,1
18.9,67.8,1,1153,1.8,6.6,20.4,0.9,4.5,3.4,0.5,17.4,1,1,12,22.43,1
37.4,57.2,4,1395,0.7,9.1,16.5,4.1,1.1,1.0,0.3,14.6,0,1,8,27.22,1
24.8,63.4,3,1461,9.3,6.9,16.9,5.1,3.0,2.5,1.2,15.5,0,0,1,32.23,1
36.0,59.9,4,832,5.8,12.7,17.4,3.2,2.5,1.6,0.7,5.1,0,1,1,28.45,1
28.2,61.8,3,951,0.4,14.5,17.4,0.8,4.9,0.3,0.8,17.3,0,1,9,22.19,1
31.8,33.5,2,400,1.9,8.6,24.0,1.0,6.0,0.5,0.9,23.8,0,1,9,22.83,1
29.2,58.4,1,578,1.2,8.7,12.0,1.9,2.4,0.4,0.9,12.8,0,0,5,17.32,1
28.5,59.3,5,1316,3.7,3.8,18.2,0.6,2.6,3.3,0.4,18.1,1,1,4,26.11,1
31.7,82.4,6,2004,2.2,7.1,15.3,1.5,3.4,0.0,1.0,20.5,1,0,12,26.74,1
25.9,80.2,2,1343,4.0,9.7,14.8,0.6,4.4,0.3,1.5,7.5,0,0,7,17.69,0
31.5,41.7,6,1448,2.3,9.8,16.4,2.6,5.5,3.2,0.8,10.1,0,0,3,26.5,1
23.7,47.0,2,2201,1.5,9.2,14.1,4.8,2.6,5.8,0.1,19.1,1,0,4,25.12,1
25.4,72.8,1,984,1.1,2.4,11.8,4.4,4.8,0.8,1.0,24.6,0,1,9,20.12,1
26.5,65.3,2,670,0.5,5.4,10.7,0.9,1.9,2.6,0.2,21.0,1,1,2,16.23,1
28.6,54.6,3,2022,1.3,7.4,11.4,3.0,7.3,1.0,1.0,10.9,0,0,12,23.25,0
35.1,51.1,6,1436,5.9,4.0,15.1,1.0,2.7,4.1,1.5,18.6,0,0,1,32.09,1
24.9,57.2,5,1277,6.4,9.9,23.9,1.5,5.2,6.5,1.3,13.8,0,0,8,30.92,1
24.8,56.5,4,1246,0.9,8.5,16.7,0.5,6.0,1.6,1.0,11.0,0,1,2,22.17,1
23.4,46.5,3,1851,5.9,5.1,17.3,1.1,5.1,1.1,2.4,22.0,0,1,2,30.36,1
27.0,70.4,5,1033,1.7,10.5,17.8,0.7,0.0,0.0,0.3,16.2,0,1,8,21.33,1
31.9,84.5,3,1654,6.2,8.2,8.2,0.8,3.0,3.5,0.7,11.6,0,1,8,30.92,1
25.3,62.0,1,825,7.0,11.9,15.5,2.5,3.8,0.0,1.5,15.3,0,0,9,23.13,0
27.6,67.6,2,517,3.8,3.9,18.9,0.1,1.1,3.8,1.5,23.4,0,1,4,22.39,1
26.1,35.8,5,1289,2.6,11.2,17.6,2.4,0.1,3.8,0.4,18.6,0,0,5,26.66,1
29.5,49.5,3,1321,3.4,12.0,22.5,2.1,6.6,4.5,1.6,31.8,1,1,4,31.23,1
19.0,40.5,3,1375,1.0,3.1,11.2,0.3,5.0,6.4,1.1,18.9,0,0,5,22.59,1
32.0,72.4,4,815,6.8,6.7,11.7,1.3,2.7,2.5,1.8,15.4,0,1,5,28.97,1
33.7,77.7,6,706,1.4,7.2,17.9,0.2,1.4,6.4,1.8,16.6,0,0,2,24.89,0
24.9,48.7,2,1149,3.5,7.0,17.1,1.8,6.2,6.0,2.0,10.2,0,0,8,25.06,1
28.7,56.4,4,1768,2.8,14.8,19.8,3.3,5.3,4.4,1.4,12.4,0,1,4,32.82,1
24.5,50.0,6,1563,8.2,15.0,15.0,2.9,0.0,5.8,0.4,23.6,1,1,3,33.66,1
34.0,57.9,6,1400,5.5,11.3,11.6,0.2,6.0,4.4,0.4,19.5,0,0,1,33.28,1
32.2,43.9,3,1467,1.0,9.9,21.0,1.1,4.2,1.4,0.5,24.3,0,0,8,25.95,1
43.0,75.0,2,1740,1.3,4.8,16.2,1.6,3.1,2.9,1.2,10.3,1,1,8,27.65,1
28.0,52.5,4,695,0.8,9.6,16.3,1.8,5.4,4.6,1.3,23.8,0,0,3,22.19,0
24.7,48.2,1,1261,4.4,5.1,18.0,1.8,4.2,5.7,0.4,17.1,0,0,12,25.09,1
26.6,49.1,1,1611,2.3,5.9,15.9,1.9,5.8,5.7,2.7,9.1,1,1,1,22.74,1
22.8,58.9,4,1728,6.8,4.5,12.1,0.5,3.7,3.2,0.1,28.8,0,1,11,28.45,0
30.1,80.7,3,1704,4.2,6.1,13.9,3.9,0.9,0.0,0.2,13.7,0,1,3,25.38,1
30.6,67.5,6,1380,4.9,6.6,21.2,0.3,7.3,3.6,0.2,18.2,0,1,10,33.0,1
33.7,65.6,5,674,1.2,6.5,21.0,1.1,8.0,6.7,3.6,19.3,0,0,9,31.52,1
31.1,54.6,1,1198,3.5,4.3,16.3,1.1,0.9,3.9,0.8,10.4,0,1,11,21.33,1
27.0,51.4,2,1624,4.3,10.9,21.2,3.4,7.1,1.6,1.3,5.8,0,0,12,27.42,1
35.5,67.7,3,866,2.0,12.8,15.4,2.9,3.0,2.0,1.7,22.7,0,0,1,27.05,1
32.0,76.0,5,751,5.5,10.3,16.0,3.2,4.3,0.0,1.4,12.3,0,0,10,26.92,0
33.2,79.6,4,486,2.2,11.4,15.6,2.1,0.0,5.5,0.9,25.7,0,1,11,27.7,1
23.2,63.9,5,1363,2.3,7.9,17.2,4.6,2.6,4.0,0.3,12.7,0,0,8,24.0,0
24.9,47.0,4,1209,5.6,9.9,23.6,1.9,4.6,0.6,0.2,20.3,0,1,7,27.03,1
25.9,55.1,4,1353,1.7,4.4,19.5,0.3,2.9,0.0,1.3,23.9,0,1,7,20.78,0
27.1,63.4,5,2256,1.6,10.1,18.4,0.9,5.9,2.7,2.6,18.5,0,0,2,32.6,1
18.2,68.2,1,1707,11.4,14.5,23.2,3.8,5.0,0.3,1.0,15.3,0,0,11,37.71,1
35.1,65.5,4,1467,4.7,7.3,17.1,0.9,5.9,4.7,0.4,26.2,0,0,9,29.16,0
28.1,78.2,6,1995,7.3,11.8,19.3,1.7,2.3,2.4,0.4,24.9,0,1,6,32.73,0
33.4,72.1,6,1272,5.5,10.1,17.0,0.4,4.2,5.4,0.4,4.0,1,0,8,24.98,0
33.0,73.7,4,1510,0.9,15.3,18.9,1.2,2.7,2.8,1.8,38.7,0,0,9,35.19,1
36.6,80.4,5,1239,1.3,12.1,18.6,1.9,5.5,2.7,1.8,20.3,0,0,8,29.54,1
32.0,68.1,3,1454,6.1,6.5,18.5,0.7,0.2,3.9,0.4,12.3,0,1,1,29.9,1
31.1,81.2,2,719,4.1,6.6,11.7,0.1,1.7,3.3,1.6,20.1,0,1,10,22.95,0
25.5,59.8,2,1072,1.8,12.4,19.7,1.4,0.1,2.6,0.0,19.5,1,1,5,20.55,1
29.8,57.9,6,862,5.4,8.8,14.9,1.4,2.9,4.8,3.6,25.9,0,1,5,34.36,1
38.0,87.1,5,400,6.1,8.7,14.8,3.4,4.7,0.8,1.0,19.7,0,0,2,30.24,1
20.4,63.9,1,457,1.1,7.8,20.9,4.0,3.3,7.7,1.4,23.7,1,1,2,22.21,1
25.7,94.6,5,486,3.2,5.7,16.9,1.3,8.7,1.5,0.7,38.8,0,1,3,28.15,1
30.6,36.7,4,454,2.8,11.7,17.0,1.2,7.2,5.3,1.4,17.7,0,0,1,29.75,1
37.3,68.7,6,1728,6.0,11.5,19.1,2.2,1.8,1.1,0.9,23.0,0,1,8,37.55,1
23.8,71.9,6,1983,5.1,8.7,17.8,4.4,3.0,4.1,1.5,23.1,0,1,11,34.55,1
27.0,95.0,5,1953,3.7,1.0,22.8,2.7,1.2,4.7,0.8,4.0,0,0,3,25.96,1
30.1,79.0,4,1391,10.4,7.7,19.5,0.5,0.9,4.7,0.4,12.5,1,1,6,28.5,0
43.0,58.7,3,1107,1.3,11.5,18.2,2.1,2.4,3.2,2.7,16.0,0,0,6,30.08,1
25.0,68.4,6,577,2.2,7.9,8.0,2.9,4.8,2.6,4.3,21.4,0,0,6,29.12,1
28.5,54.1,1,843,1.0,11.1,18.3,2.7,7.4,0.8,0.2,19.6,0,0,8,23.12,1
33.1,55.5,1,2347,4.3,16.1,21.7,1.5,3.7,2.1,1.7,17.8,0,0,7,32.36,1
25.8,72.4,5,961,3.3,8.9,20.9,1.0,4.2,0.0,0.3,22.8,0,1,2,27.4,1
31.3,68.5,6,740,6.7,12.6,21.6,0.9,3.0,4.1,2.2,22.4,0,1,8,34.27,1
31.4,90.3,2,1382,6.7,10.0,14.5,3.6,4.4,1.2,0.4,26.9,0,1,5,38.68,1
27.6,26.8,3,623,3.3,3.3,24.0,1.5,4.0,1.5,0.4,17.7,0,1,1,20.73,1
31.1,62.5,6,1718,6.3,9.1,13.3,1.8,1.8,3.6,0.8,13.1,1,0,3,28.79,1
38.0,75.2,6,572,8.7,9.6,20.3,1.1,2.9,2.8,0.4,11.7,0,0,1,35.55,1
30.0,83.4,2,1349,3.4,4.3,18.1,3.1,1.1,2.1,1.1,30.9,0,0,2,29.83,1
27.3,67.3,3,752,0.9,5.5,21.3,3.2,1.4,2.8,1.7,25.4,0,0,7,25.85,1
25.7,65.6,5,1150,4.5,4.2,23.7,0.5,4.1,7.2,0.8,27.5,0,0,7,27.43,0
30.6,72.5,5,1398,1.6,7.0,17.3,5.4,6.5,3.7,0.3,11.9,0,0,3,29.69,1
34.6,95.0,4,1689,3.0,12.2,19.0,0.5,3.6,1.2,2.4,12.5,1,1,10,27.65,1
30.2,75.9,1,1876,1.4,12.0,21.3,3.1,0.5,3.4,0.4,21.8,0,1,10,26.02,1
31.0,50.6,6,1739,2.2,10.7,16.0,2.2,4.6,5.4,0.7,22.1,0,1,8,34.48,1
42.7,53.7,6,1601,1.4,11.1,14.7,2.1,6.0,2.9,0.4,20.6,0,1,5,32.72,1
25.6,70.3,5,1677,6.5,10.4,20.1,1.9,4.4,3.9,0.0,23.4,1,0,12,32.46,1
24.1,53.5,5,1750,1.8,11.0,23.4,1.5,5.2,4.5,0.9,23.1,0,0,12,27.82,1
30.8,76.0,2,1670,9.2,12.8,11.2,1.0,3.9,3.2,0.6,24.6,0,1,4,36.41,1
28.4,67.1,1,1923,3.9,7.5,17.0,0.1,7.2,5.2,0.4,7.8,0,1,2,24.34,1
32.3,63.0,2,1044,1.7,10.0,16.9,0.3,5.1,5.6,0.1,22.7,0,1,8,28.3,1
35.7,68.2,3,1325,4.6,17.1,18.2,1.8,2.8,2.0,0.1,11.0,0,0,11,30.14,1
31.3,45.5,1,1192,1.1,13.4,19.9,1.0,0.7,6.2,2.4,18.8,0,0,1,24.31,1
28.5,54.3,5,1656,6.6,8.0,16.2,2.1,3.2,0.0,0.1,26.0,0,1,3,33.22,1
